time,x1,x2,x3,x4,x5,x1_mean,x1_flut,x2_mean,x2_flut,x3_mean,x3_flut,x4_mean,x4_flut,x5_mean,x5_flut
0.0,11.9601,5.5676,5.9736,8.5431,5.4421,11.644254089355522,0.3158459106444784,5.0942323852538784,0.4733676147461212,6.150029809570259,-0.17642980957025856,6.364531567382773,2.1785684326172277,6.246980328369128,-0.8048803283691282
0.0002,11.8517,5.7468,5.917,8.7441,3.4194,11.644254089355522,0.20744591064447704,5.0942323852538784,0.6525676147461219,6.150029809570259,-0.23302980957025898,6.364531567382773,2.3795684326172264,6.246980328369128,-2.827580328369128
0.0004,11.2753,6.2391,5.4163,7.6413,3.6119,11.644254089355522,-0.36895408935552254,5.0942323852538784,1.1448676147461212,6.150029809570259,-0.7337298095702591,6.364531567382773,1.276768432617227,6.246980328369128,-2.635080328369128
0.0006,11.952,5.8591,5.873,8.0182,4.8614,11.644254089355522,0.30774591064447776,5.0942323852538784,0.7648676147461213,6.150029809570259,-0.2770298095702586,6.364531567382773,1.653668432617227,6.246980328369128,-1.3855803283691284
0.0008,11.867,5.9345,5.9233,7.4229,4.2451,11.644254089355522,0.22274591064447868,5.0942323852538784,0.8402676147461214,6.150029809570259,-0.22672980957025857,6.364531567382773,1.0583684326172271,6.246980328369128,-2.001880328369128
0.001,11.2807,6.8417,6.7843,7.1982,6.5448,11.644254089355522,-0.3635540893555227,5.0942323852538784,1.7474676147461219,6.150029809570259,0.6342701904297412,6.364531567382773,0.8336684326172268,6.246980328369128,0.2978196716308723
0.0012,11.9242,7.2429,7.6214,7.1191,6.3575,11.644254089355522,0.2799459106444786,5.0942323852538784,2.1486676147461212,6.150029809570259,1.4713701904297416,6.364531567382773,0.7545684326172273,6.246980328369128,0.11051967163087184
0.0014,11.9111,6.8155,9.8845,6.3432,5.1241,11.644254089355522,0.26684591064447716,5.0942323852538784,1.7212676147461217,6.150029809570259,3.7344701904297404,6.364531567382773,-0.021331567382772754,6.246980328369128,-1.1228803283691278
0.0016,11.2753,4.8875,11.859,6.7843,4.4398,11.644254089355522,-0.36895408935552254,5.0942323852538784,-0.20673238525387827,6.150029809570259,5.708970190429741,6.364531567382773,0.41976843261722685,6.246980328369128,-1.8071803283691281
0.0018,11.8854,4.2053,10.0066,7.1718,3.1217,11.644254089355522,0.24114591064447843,5.0942323852538784,-0.8889323852538782,6.150029809570259,3.856570190429742,6.364531567382773,0.807268432617227,6.246980328369128,-3.125280328369128
0.002,11.9242,4.1525,10.3214,7.3964,3.2039,11.644254089355522,0.2799459106444786,5.0942323852538784,-0.9417323852538786,6.150029809570259,4.171370190429742,6.364531567382773,1.0318684326172267,6.246980328369128,-3.043080328369128
0.0022,11.2753,4.5976,9.5738,7.9257,3.6745,11.644254089355522,-0.36895408935552254,5.0942323852538784,-0.49663238525387854,6.150029809570259,3.4237701904297415,6.364531567382773,1.5611684326172268,6.246980328369128,-2.572480328369128
0.0024,11.8448,6.0038,10.4243,7.5817,3.9429,11.644254089355522,0.20054591064447713,5.0942323852538784,0.9095676147461216,6.150029809570259,4.274270190429742,6.364531567382773,1.2171684326172265,6.246980328369128,-2.3040803283691282
0.0026,11.952,7.4147,10.1829,8.1171,3.3193,11.644254089355522,0.30774591064447776,5.0942323852538784,2.3204676147461214,6.150029809570259,4.032870190429741,6.364531567382773,1.7525684326172275,6.246980328369128,-2.927680328369128
0.0028,11.3124,6.6263,8.8214,8.5171,3.4332,11.644254089355522,-0.33185408935552196,5.0942323852538784,1.5320676147461212,6.150029809570259,2.6713701904297418,6.364531567382773,2.152568432617226,6.246980328369128,-2.8137803283691283
0.003,11.8282,7.3883,9.14,7.0533,4.8787,11.644254089355522,0.18394591064447852,5.0942323852538784,2.2940676147461216,6.150029809570259,2.9899701904297418,6.364531567382773,0.688768432617227,6.246980328369128,-1.3682803283691278
0.0032,11.9712,8.4176,10.1266,5.6058,6.493,11.644254089355522,0.3269459106444774,5.0942323852538784,3.3233676147461217,6.150029809570259,3.976570190429741,6.364531567382773,-0.7587315673827728,6.246980328369128,0.24601967163087224
0.0034,11.3484,6.5549,9.6284,4.9933,7.6359,11.644254089355522,-0.2958540893555224,5.0942323852538784,1.4606676147461215,6.150029809570259,3.4783701904297404,6.364531567382773,-1.3712315673827735,6.246980328369128,1.3889196716308723
0.0036,11.7553,4.2532,7.6876,6.7974,7.5962,11.644254089355522,0.11104591064447789,5.0942323852538784,-0.8410323852538788,6.150029809570259,1.537570190429741,6.364531567382773,0.4328684326172265,6.246980328369128,1.3492196716308715
