time,x1,x2,x3,x4,x5,x1_mean,x1_flut,x2_mean,x2_flut,x3_mean,x3_flut,x4_mean,x4_flut,x5_mean,x5_flut
3.155,1.738,0.98,0.9061,0.938,0.9734,11.644254089355522,0.024281884765700923,5.0942323852538784,0.02941177978514342,6.150029809570259,-0.07780823364259093,6.364531567382773,-0.1016818603515719,6.246980328369128,-0.07770666503905743
3.1552,1.7425,0.9875,0.9075,0.9526,0.982,11.644254089355522,0.02878188476570087,5.0942323852538784,0.036911779785143484,6.150029809570259,-0.07640823364259097,6.364531567382773,-0.08708186035157184,6.246980328369128,-0.06910666503905749
3.1554,1.7336,0.9886,0.9082,0.9686,0.9998,11.644254089355522,0.019881884765700963,5.0942323852538784,0.038011779785143474,6.150029809570259,-0.07570823364259094,6.364531567382773,-0.07108186035157182,6.246980328369128,-0.05130666503905745
3.1556,1.7515,0.9938,0.9095,0.9824,0.9975,11.644254089355522,0.03778188476570099,5.0942323852538784,0.043211779785143456,6.150029809570259,-0.07440823364259097,6.364531567382773,-0.05728186035157179,6.246980328369128,-0.05360666503905742
3.1558,1.7358,0.9972,0.9095,0.9973,1.0056,11.644254089355522,0.022081884765700943,5.0942323852538784,0.046611779785143415,6.150029809570259,-0.07440823364259097,6.364531567382773,-0.042381860351571876,6.246980328369128,-0.045506665039057426
3.156,1.738,0.9989,0.9109,1.0129,1.0148,11.644254089355522,0.024281884765700923,5.0942323852538784,0.04831177978514345,6.150029809570259,-0.0730082336425909,6.364531567382773,-0.02678186035157193,6.246980328369128,-0.03630666503905755
3.1562,1.738,1.003,0.9109,1.0287,1.0241,11.644254089355522,0.024281884765700923,5.0942323852538784,0.05241177978514333,6.150029809570259,-0.0730082336425909,6.364531567382773,-0.010981860351571893,6.246980328369128,-0.027006665039057465
3.1564,1.7448,1.0053,0.9122,1.045,1.0277,11.644254089355522,0.03108188476570084,5.0942323852538784,0.05471177978514352,6.150029809570259,-0.07170823364259094,6.364531567382773,0.0053181396484280885,6.246980328369128,-0.023406665039057417
3.1566,1.738,1.0058,0.9129,1.0606,1.0318,11.644254089355522,0.024281884765700923,5.0942323852538784,0.05521177978514347,6.150029809570259,-0.0710082336425909,6.364531567382773,0.020918139648428147,6.246980328369128,-0.019306665039057425
3.1568,1.747,1.007,0.9122,1.0783,1.0378,11.644254089355522,0.03328188476570104,5.0942323852538784,0.056411779785143334,6.150029809570259,-0.07170823364259094,6.364531567382773,0.038618139648428196,6.246980328369128,-0.01330666503905742
3.157,1.738,1.0087,0.9142,1.0949,1.0409,11.644254089355522,0.024281884765700923,5.0942323852538784,0.05811177978514337,6.150029809570259,-0.06970823364259093,6.364531567382773,0.055218139648428144,6.246980328369128,-0.010206665039057539
3.1572,1.738,1.0087,0.9129,1.1139,1.0433,11.644254089355522,0.024281884765700923,5.0942323852538784,0.05811177978514337,6.150029809570259,-0.0710082336425909,6.364531567382773,0.07421813964842805,6.246980328369128,-0.007806665039057581
3.1574,1.738,1.0099,0.9142,1.1301,1.0464,11.644254089355522,0.024281884765700923,5.0942323852538784,0.05931177978514346,6.150029809570259,-0.06970823364259093,6.364531567382773,0.09041813964842826,6.246980328369128,-0.004706665039057478
